Name,DOB,Match_ID,inning,Batting_Team,Bowling_Team,over,Ball
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",13,2
"Rashid Khan",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",13,3
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",13,3
"Rashid Khan",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",13,4
"TM Head",29-Dec-93,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",13,4
"Rashid Khan",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",13,5
"TM Head",29-Dec-93,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",13,5
"Rashid Khan",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",13,6
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",13,6
"Bipul Sharma",28-Sep-83,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,1
"Sachin Baby",18-Dec-88,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,1
"Bipul Sharma",28-Sep-83,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,2
"Sachin Baby",18-Dec-88,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,2
"Bipul Sharma",28-Sep-83,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,3
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,3
"Bipul Sharma",28-Sep-83,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,4
"Sachin Baby",18-Dec-88,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,4
"Bipul Sharma",28-Sep-83,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,5
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,5
"Bipul Sharma",28-Sep-83,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,6
"STR Binny",3-Jun-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",14,6
"Rashid Khan",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,1
"STR Binny",3-Jun-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,1
"Rashid Khan",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,2
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,2
"Rashid Khan",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,3
"STR Binny",3-Jun-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,3
"Rashid Khan",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,4
"STR Binny",3-Jun-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,4
"Rashid Khan",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,5
"STR Binny",3-Jun-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,5
"Rashid Khan",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,6
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",15,6
"BCJ Cutting",30-Jan-87,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,1
"STR Binny",3-Jun-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,1
"BCJ Cutting",30-Jan-87,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,2
"STR Binny",3-Jun-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,2
"BCJ Cutting",30-Jan-87,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,3
"STR Binny",3-Jun-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,3
"BCJ Cutting",30-Jan-87,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,4
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,4
"BCJ Cutting",30-Jan-87,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,5
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,5
"BCJ Cutting",30-Jan-87,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,6
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",16,6
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,1
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,1
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,2
"STR Binny",3-Jun-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,2
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,3
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,3
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,4
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,4
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,5
"STR Binny",3-Jun-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,5
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,6
"S Aravind",8-Apr-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",17,6
"A Nehra",29-Apr-79,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,1
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,1
"A Nehra",29-Apr-79,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,2
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,2
"A Nehra",29-Apr-79,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,3
"SR Watson",17-Jun-81,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,3
"A Nehra",29-Apr-79,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,4
"S Aravind",8-Apr-84,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,4
"A Nehra",29-Apr-79,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,5
"YS Chahal",23-Jul-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,5
"A Nehra",29-Apr-79,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,6
"YS Chahal",23-Jul-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",18,6
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,1
"TS Mills",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,1
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,2
"YS Chahal",23-Jul-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,2
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,3
"YS Chahal",23-Jul-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,3
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,4
"TS Mills",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,4
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,5
"TS Mills",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,5
"B Kumar",5-Feb-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,6
"YS Chahal",23-Jul-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",19,6
"BCJ Cutting",30-Jan-87,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",20,1
"YS Chahal",23-Jul-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",20,1
"BCJ Cutting",30-Jan-87,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",20,2
"YS Chahal",23-Jul-90,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",20,2
"A Choudhary",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",20,3
"BCJ Cutting",30-Jan-87,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",20,3
"A Choudhary",,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",20,4
"BCJ Cutting",30-Jan-87,1,2,"Royal Challengers Bangalore","Sunrisers Hyderabad",20,4
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",1,1
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",1,1
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",1,2
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",1,2
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",1,3
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",1,3
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",1,4
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",1,4
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",1,5
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",1,5
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",1,6
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",1,6
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",1,7
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",1,7
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",2,1
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",2,1
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",2,2
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",2,2
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",2,3
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",2,3
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",2,4
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",2,4
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",2,5
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",2,5
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",2,6
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",2,6
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",3,1
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",3,1
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",3,2
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",3,2
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",3,3
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",3,3
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",3,4
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",3,4
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",3,5
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",3,5
"AB Dinda",25-Mar-84,2,1,"Mumbai Indians","Rising Pune Supergiant",3,6
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",3,6
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",4,1
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",4,1
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",4,2
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",4,2
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",4,3
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",4,3
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",4,4
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",4,4
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",4,5
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",4,5
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",4,6
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",4,6
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",5,1
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",5,1
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",5,2
"PA Patel",9-Mar-85,2,1,"Mumbai Indians","Rising Pune Supergiant",5,2
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",5,3
"RG Sharma",30-Apr-87,2,1,"Mumbai Indians","Rising Pune Supergiant",5,3
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",5,4
"RG Sharma",30-Apr-87,2,1,"Mumbai Indians","Rising Pune Supergiant",5,4
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",5,5
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",5,5
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",5,6
"RG Sharma",30-Apr-87,2,1,"Mumbai Indians","Rising Pune Supergiant",5,6
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",6,1
"RG Sharma",30-Apr-87,2,1,"Mumbai Indians","Rising Pune Supergiant",6,1
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",6,2
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",6,2
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",6,3
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",6,3
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",6,4
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",6,4
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",6,5
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",6,5
"DL Chahar",7-Aug-92,2,1,"Mumbai Indians","Rising Pune Supergiant",6,6
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",6,6
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,1
"RG Sharma",30-Apr-87,2,1,"Mumbai Indians","Rising Pune Supergiant",7,1
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,2
"RG Sharma",30-Apr-87,2,1,"Mumbai Indians","Rising Pune Supergiant",7,2
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,3
"RG Sharma",30-Apr-87,2,1,"Mumbai Indians","Rising Pune Supergiant",7,3
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,4
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",7,4
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,5
"JC Buttler",8-Sep-90,2,1,"Mumbai Indians","Rising Pune Supergiant",7,5
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",7,6
"Imran Tahir",27-Mar-79,2,1,"Mumbai Indians","Rising Pune Supergiant",7,6
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",8,1
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,1
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",8,2
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",8,3
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,3
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",8,4
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,4
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,5
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",8,5
"BA Stokes",,2,1,"Mumbai Indians","Rising Pune Supergiant",8,6
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",8,6
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,1
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",9,1
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",9,2
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,3
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",9,3
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,4
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",9,4
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,5
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",9,5
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",9,6
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",9,6
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",10,1
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,1
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",10,2
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",10,3
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,3
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",10,4
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,4
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",10,5
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,5
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",10,6
"R Bhatia",22-Oct-79,2,1,"Mumbai Indians","Rising Pune Supergiant",10,6
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,1
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",11,1
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,2
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",11,2
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,3
"AT Rayudu",23-Sep-85,2,1,"Mumbai Indians","Rising Pune Supergiant",11,3
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,4
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",11,4
"A Zampa",31-Mar-92,2,1,"Mumbai Indians","Rising Pune Supergiant",11,5
"N Rana",27-Dec-93,2,1,"Mumbai Indians","Rising Pune Supergiant",11,5
